"","threshold","sensitivity","specificity","auc","youden"
"1",1.79226328152789,0.75,0.895161290322581,0.824291300097752,0.645161290322581
"2",1.79783357364579,0.742424242424242,0.895161290322581,0.824291300097752,0.637585532746823
"3",1.78372938438706,0.75,0.887096774193548,0.824291300097752,0.637096774193548
"4",1.77415002733588,0.757575757575758,0.879032258064516,0.824291300097752,0.636608015640274
"5",1.76379186577466,0.772727272727273,0.862903225806452,0.824291300097752,0.635630498533724
"6",1.81754772229342,0.727272727272727,0.903225806451613,0.824291300097752,0.63049853372434
"7",1.80053773102049,0.734848484848485,0.895161290322581,0.824291300097752,0.630009775171065
"8",1.77722958461786,0.75,0.879032258064516,0.824291300097752,0.629032258064516
"9",1.77295934608112,0.757575757575758,0.870967741935484,0.824291300097752,0.628543499511241
"10",1.76924233647354,0.765151515151515,0.862903225806452,0.824291300097752,0.628054740957967
"11",1.75419303219832,0.772727272727273,0.854838709677419,0.824291300097752,0.627565982404692
"12",1.82432202069304,0.71969696969697,0.903225806451613,0.824291300097752,0.622922776148583
"13",1.80916808891457,0.727272727272727,0.895161290322581,0.824291300097752,0.622434017595308
"14",1.77145089391112,0.757575757575758,0.862903225806452,0.824291300097752,0.620478983382209
"15",1.74385121073565,0.772727272727273,0.846774193548387,0.824291300097752,0.61950146627566
"16",1.83284008528086,0.712121212121212,0.903225806451613,0.824291300097752,0.615347018572825
"17",1.73006270219991,0.772727272727273,0.838709677419355,0.824291300097752,0.611436950146627
"18",2.5515592212637,0.659090909090909,0.951612903225806,0.824291300097752,0.610703812316716
"19",1.83845127360987,0.704545454545455,0.903225806451613,0.824291300097752,0.607771260997068
"20",1.71517588455733,0.772727272727273,0.830645161290323,0.824291300097752,0.603372434017595
"21",3.17309518174287,0.651515151515151,0.951612903225806,0.824291300097752,0.603128054740958
"22",2.09605147423782,0.659090909090909,0.943548387096774,0.824291300097752,0.602639296187683
"23",1.69858707326037,0.787878787878788,0.814516129032258,0.824291300097752,0.602394916911046
"24",1.64136370790488,0.803030303030303,0.798387096774194,0.824291300097752,0.601417399804496
"25",1.84154259350082,0.696969696969697,0.903225806451613,0.824291300097752,0.60019550342131
"26",3.95578237923742,0.643939393939394,0.951612903225806,0.824291300097752,0.595552297165201
"27",1.70782528095913,0.772727272727273,0.82258064516129,0.824291300097752,0.595307917888563
"28",1.70223416394747,0.78030303030303,0.814516129032258,0.824291300097752,0.594819159335288
"29",1.93824031938641,0.659090909090909,0.935483870967742,0.824291300097752,0.594574780058651
"30",1.6974404925195,0.787878787878788,0.806451612903226,0.824291300097752,0.594330400782014
"31",1.9090907567967,0.666666666666667,0.92741935483871,0.824291300097752,0.594086021505376
"32",1.66353697505803,0.795454545454545,0.798387096774194,0.824291300097752,0.593841642228739
"33",1.62745736615743,0.803030303030303,0.790322580645161,0.824291300097752,0.593352883675464
"34",1.85656243801836,0.681818181818182,0.911290322580645,0.824291300097752,0.593108504398827
"35",1.84515315982032,0.689393939393939,0.903225806451613,0.824291300097752,0.592619745845552
"36",4.47569356438671,0.636363636363636,0.951612903225806,0.824291300097752,0.587976539589443
"37",1.7061135021878,0.772727272727273,0.814516129032258,0.824291300097752,0.587243401759531
"38",1.92513382320899,0.659090909090909,0.92741935483871,0.824291300097752,0.586510263929619
"39",1.68485023969348,0.787878787878788,0.798387096774194,0.824291300097752,0.586265884652981
"40",1.89873900272495,0.666666666666667,0.919354838709677,0.824291300097752,0.586021505376344
"41",1.8659996720364,0.674242424242424,0.911290322580645,0.824291300097752,0.585532746823069
"42",1.62567501355895,0.803030303030303,0.782258064516129,0.824291300097752,0.585288367546432
"43",1.8509714211157,0.681818181818182,0.903225806451613,0.824291300097752,0.585043988269795
"44",4.63656306792309,0.628787878787879,0.951612903225806,0.824291300097752,0.580400782013685
"45",1.88234691633705,0.666666666666667,0.911290322580645,0.824291300097752,0.577956989247312
"46",1.62199856453761,0.803030303030303,0.774193548387097,0.824291300097752,0.5772238514174
"47",4.78637234018791,0.621212121212121,0.951612903225806,0.824291300097752,0.572825024437928
"48",1.61552086921107,0.803030303030303,0.766129032258065,0.824291300097752,0.569159335288367
"49",4.93867613459375,0.613636363636364,0.951612903225806,0.824291300097752,0.56524926686217
"50",1.60848578930679,0.803030303030303,0.758064516129032,0.824291300097752,0.561094819159335
"51",5.06229695952517,0.606060606060606,0.951612903225806,0.824291300097752,0.557673509286412
"52",1.60385771173778,0.803030303030303,0.75,0.824291300097752,0.553030303030303
"53",5.1976162393693,0.598484848484849,0.951612903225806,0.824291300097752,0.550097751710655
"54",1.60228484685267,0.803030303030303,0.741935483870968,0.824291300097752,0.544965786901271
"55",5.32284644194756,0.590909090909091,0.951612903225806,0.824291300097752,0.542521994134897
"56",1.59999271158394,0.803030303030303,0.733870967741935,0.824291300097752,0.536901270772238
"57",5.4663392083213,0.583333333333333,0.951612903225806,0.824291300097752,0.53494623655914
"58",1.59727450816791,0.803030303030303,0.725806451612903,0.824291300097752,0.528836754643206
"59",5.69034135587506,0.575757575757576,0.951612903225806,0.824291300097752,0.527370478983382
"60",1.59198126309479,0.803030303030303,0.717741935483871,0.824291300097752,0.520772238514174
"61",5.80294951597481,0.568181818181818,0.951612903225806,0.824291300097752,0.519794721407625
"62",1.587638612458,0.803030303030303,0.709677419354839,0.824291300097752,0.512707722385142
"63",5.87493130416402,0.560606060606061,0.951612903225806,0.824291300097752,0.512218963831867
"64",1.58487400952029,0.803030303030303,0.701612903225806,0.824291300097752,0.504643206256109
"65",5.92973921000458,0.553030303030303,0.951612903225806,0.824291300097752,0.504643206256109
"66",5.93898266247299,0.545454545454545,0.951612903225806,0.824291300097752,0.497067448680352
"67",1.57924680725359,0.803030303030303,0.693548387096774,0.824291300097752,0.496578690127077
"68",5.9747711553079,0.537878787878788,0.951612903225806,0.824291300097752,0.489491691104594
"69",1.56686407879536,0.803030303030303,0.685483870967742,0.824291300097752,0.488514173998045
"70",6.07611843981034,0.53030303030303,0.951612903225806,0.824291300097752,0.481915933528837
"71",1.55554406342134,0.803030303030303,0.67741935483871,0.824291300097752,0.480449657869013
"72",6.17981730309931,0.522727272727273,0.951612903225806,0.824291300097752,0.474340175953079
"73",1.55277985197103,0.803030303030303,0.669354838709677,0.824291300097752,0.47238514173998
"74",6.30595121435934,0.507575757575758,0.959677419354839,0.824291300097752,0.467253176930596
"75",6.22934075051387,0.515151515151515,0.951612903225806,0.824291300097752,0.466764418377322
"76",1.54864419271628,0.803030303030303,0.661290322580645,0.824291300097752,0.464320625610948
"77",6.36405399835933,0.5,0.959677419354839,0.824291300097752,0.459677419354839
"78",6.24935208061805,0.507575757575758,0.951612903225806,0.824291300097752,0.459188660801564
"79",1.54229976125752,0.803030303030303,0.653225806451613,0.824291300097752,0.456256109481916
"80",6.52898093402084,0.492424242424242,0.959677419354839,0.824291300097752,0.452101661779081
"81",1.53927154785157,0.803030303030303,0.645161290322581,0.824291300097752,0.448191593352884
"82",6.74569515048909,0.484848484848485,0.959677419354839,0.824291300097752,0.444525904203324
"83",1.53590328607707,0.803030303030303,0.637096774193548,0.824291300097752,0.440127077223851
"84",6.92274290650645,0.46969696969697,0.967741935483871,0.824291300097752,0.437438905180841
"85",6.831500723477,0.477272727272727,0.959677419354839,0.824291300097752,0.436950146627566
"86",1.53264376089374,0.803030303030303,0.629032258064516,0.824291300097752,0.432062561094819
"87",6.93896333357876,0.462121212121212,0.967741935483871,0.824291300097752,0.429863147605083
"88",6.88733631343512,0.46969696969697,0.959677419354839,0.824291300097752,0.429374389051808
"89",1.52965120179486,0.803030303030303,0.620967741935484,0.824291300097752,0.423998044965787
"90",6.95975556825685,0.454545454545455,0.967741935483871,0.824291300097752,0.422287390029326
"91",1.52288517834985,0.803030303030303,0.612903225806452,0.824291300097752,0.415933528836755
"92",6.98130907999995,0.446969696969697,0.967741935483871,0.824291300097752,0.414711632453568
"93",1.51624759849452,0.803030303030303,0.604838709677419,0.824291300097752,0.407869012707722
"94",7.09093510227756,0.439393939393939,0.967741935483871,0.824291300097752,0.40713587487781
"95",1.51229209040092,0.803030303030303,0.596774193548387,0.824291300097752,0.39980449657869
"96",7.23947442881909,0.431818181818182,0.967741935483871,0.824291300097752,0.399560117302053
"97",7.32665104548697,0.424242424242424,0.967741935483871,0.824291300097752,0.391984359726295
"98",1.50910236088159,0.803030303030303,0.588709677419355,0.824291300097752,0.391739980449658
"99",7.43411415604327,0.416666666666667,0.967741935483871,0.824291300097752,0.384408602150538
"100",1.5035232268429,0.803030303030303,0.580645161290323,0.824291300097752,0.383675464320626
"101",7.50239852358835,0.409090909090909,0.967741935483871,0.824291300097752,0.37683284457478
"102",1.49580130100532,0.803030303030303,0.57258064516129,0.824291300097752,0.375610948191593
"103",7.51120759093666,0.401515151515151,0.967741935483871,0.824291300097752,0.369257086999022
"104",1.48640514204047,0.803030303030303,0.564516129032258,0.824291300097752,0.367546432062561
"105",7.5216307601983,0.393939393939394,0.967741935483871,0.824291300097752,0.361681329423265
"106",1.47926249781461,0.803030303030303,0.556451612903226,0.824291300097752,0.359481915933529
"107",7.5520401753552,0.386363636363636,0.967741935483871,0.824291300097752,0.354105571847507
"108",1.47542062933453,0.803030303030303,0.548387096774194,0.824291300097752,0.351417399804496
"109",7.70213485116696,0.371212121212121,0.975806451612903,0.824291300097752,0.347018572825025
"110",7.62771299666118,0.378787878787879,0.967741935483871,0.824291300097752,0.34652981427175
"111",1.47336872140036,0.803030303030303,0.540322580645161,0.824291300097752,0.343352883675464
"112",7.72777570815263,0.363636363636364,0.975806451612903,0.824291300097752,0.339442815249267
"113",7.685553265463,0.371212121212121,0.967741935483871,0.824291300097752,0.338954056695992
"114",1.47172883856704,0.803030303030303,0.532258064516129,0.824291300097752,0.335288367546432
"115",7.86652632597166,0.356060606060606,0.975806451612903,0.824291300097752,0.331867057673509
"116",1.46616212097291,0.803030303030303,0.524193548387097,0.824291300097752,0.3272238514174
"117",8.00431010889533,0.348484848484849,0.975806451612903,0.824291300097752,0.324291300097752
"118",1.46037887422637,0.803030303030303,0.516129032258065,0.824291300097752,0.319159335288367
"119",8.05773859149914,0.340909090909091,0.975806451612903,0.824291300097752,0.316715542521994
"120",1.45847398764377,0.803030303030303,0.508064516129032,0.824291300097752,0.311094819159335
"121",1.44539621923025,0.810606060606061,0.5,0.824291300097752,0.310606060606061
"122",8.1158852358534,0.333333333333333,0.975806451612903,0.824291300097752,0.309139784946237
"123",1.42949912945008,0.840909090909091,0.467741935483871,0.824291300097752,0.308651026392962
"124",1.45364500366525,0.803030303030303,0.5,0.824291300097752,0.303030303030303
"125",1.44042077223857,0.810606060606061,0.491935483870968,0.824291300097752,0.302541544477028
"126",8.20788041479038,0.325757575757576,0.975806451612903,0.824291300097752,0.301564027370479
"127",1.43237330565879,0.833333333333333,0.467741935483871,0.824291300097752,0.301075268817204
"128",1.42769858107627,0.840909090909091,0.459677419354839,0.824291300097752,0.30058651026393
"129",1.41791555176924,0.848484848484849,0.451612903225806,0.824291300097752,0.300097751710655
